NOM_SIGLA_UF_EMIT,NOM_SIGLA_UF_DEST,DSC_UF_EMIT,DSC_UF_DEST,NOM_SIGLA_REGIAO_EMIT,NOM_SIGLA_REGIAO_DEST,DSC_REGIAO_EMIT,DSC_REGIAO_DEST,SEGMENTO_ECONOMICO_EMIT,SEGMENTO_ECONOMICO_DEST,QTDE_NOTAS,TOTAL_VLR
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,1,15117.5595703125
CE,AL,CEARA,ALAGOAS,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,INDUSTRIA,11,47535.12944030762
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,2,1341.719970703125
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,SERVICOS DE TRANSPORTE,7,6794.460006713867
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,SERVICOS DE TRANSPORTE,7,2259.75
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,COMERCIO ATACADISTA,1,39331.75
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,SERVICOS DE COMUNICACAO,2,312.0999984741211
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,INDUSTRIA,CONSTRUCAO CIVIL,1,12140.7998046875
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,PRODUTOR AGROPECUARIO,2,36390.160400390625
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,SERVICOS DE TRANSPORTE,,3,10500.0
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMBUSTIVEL,SERVICOS DE TRANSPORTE,2,130474.0
CE,AC,CEARA,ACRE,NE,N,Nordeste,Norte,COMERCIO ATACADISTA,SERVICOS DE TRANSPORTE,2,2695.02001953125
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,ENERGIA ELETRICA,1,9567.0
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,21,71134.34987640381
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,INDUSTRIA,14,440031.7194824219
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,OUTROS SEGMENTOS,27,43635.6697845459
RO,CE,RONDONIA,CEARA,N,NE,Norte,Nordeste,,SERVICOS DE COMUNICACAO,1,6300.0
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,CONSTRUCAO CIVIL,,2,1740000.0
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,2,41773.43994140625
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,INDUSTRIA,5,1649.9000244140625
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,PRODUTOR AGROPECUARIO,1,1646.25
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,2,1241583.7353515625
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,1,4127.830078125
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,,2,41046.0
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,1,185.8800048828125
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,SERVICOS DE TRANSPORTE,12,1021899.912109375
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE COMUNICACAO,COMERCIO ATACADISTA,2,497625.625
RR,CE,RORAIMA,CEARA,N,NE,Norte,Nordeste,COMERCIO VAREJISTA,,1,112200.0
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,41,287750.0
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,,8048,7.001739955984998E7
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,INDUSTRIA,36990,7.402874019604048E8
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,,1714,4.569362173896426E7
TO,CE,TOCANTINS,CEARA,N,NE,Norte,Nordeste,,INDUSTRIA,474,5.064153387843704E7
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,,69,2313986.767883301
MS,CE,MATO GROSSO DO SUL,CEARA,CO,NE,Centro-Oeste,Nordeste,,INDUSTRIA,413,1.2903354484313011E7
AC,CE,ACRE,CEARA,N,NE,Norte,Nordeste,,ENERGIA ELETRICA,115,27376.289667129517
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,,CONSTRUCAO CIVIL,628,8560064.259256363
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,,INDUSTRIA,9560,2.460050220598905E8
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,PRODUTOR AGROPECUARIO,1019,3.2336036095552444E7
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,,4493,5.869566023230511E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,OUTROS SEGMENTOS,27258,6.617831466124186E7
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,,OUTROS SEGMENTOS,704,1.034117112721479E7
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,OUTROS SEGMENTOS,475,4541013.4424963
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,1348,1.103760221033287E7
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,,3324,1.0062780996655643E7
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,,1013,3245080.1780499537
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,COMERCIO VAREJISTA,57651,3.1189609175109655E8
CE,SE,CEARA,SERGIPE,NE,NE,Nordeste,Nordeste,INDUSTRIA,,3057,4.110293504111007E7
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,,SERVICOS DE COMUNICACAO,620,1.6992123212552037E7
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,,OUTROS SEGMENTOS,459,6331140.0710225105
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,,,2050,2.49267329977796E7
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,INDUSTRIA,,2312,2.154971006968227E7
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,COMERCIO ATACADISTA,INDUSTRIA,37,9042447.329878807
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,SERVICOS DE TRANSPORTE,5,726095.0
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,1096,3188969.3281615973
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,,OUTROS SEGMENTOS,534,4487724.727250576
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,,1071,2.6790188391537666E7
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,,623,1.979778206096649E7
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,1049,3.630061537697573E7
TO,CE,TOCANTINS,CEARA,N,NE,Norte,Nordeste,,CONSTRUCAO CIVIL,13,849531.3399658203
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,204,8204469.470218658
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO ATACADISTA,386,3.0588351116405487E7
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMBUSTIVEL,43,2508051.890182495
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,,265,1983575.2280139923
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,INDUSTRIA,12,359087.6196899414
CE,RN,CEARA,RIO GRANDE DO NORTE,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMBUSTIVEL,67,1401591.3588562012
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,ENERGIA ELETRICA,59,2703157.813308716
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,SERVICOS DE COMUNICACAO,COMERCIO ATACADISTA,135,4514134.202207565
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,,,512,2706223.7900294065
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,2318,3.491155855494118E7
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,751,3.935044198690224E7
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,2854,1915357.3012981974
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,8,8191.0
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,INDUSTRIA,80,112887.6090183258
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,PRODUTOR AGROPECUARIO,61,4799805.744140625
SE,CE,SERGIPE,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,273,1549176.6688232422
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,CONSTRUCAO CIVIL,102,3807673.579574585
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO ATACADISTA,18,841550.080078125
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,SERVICOS DE TRANSPORTE,118,1066854.059559822
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,PRODUTOR AGROPECUARIO,,86,1.3247053317033386E8
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,,COMBUSTIVEL,204,4410507.806411743
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE TRANSPORTE,33,34130.9599609375
DF,CE,DISTRITO FEDERAL,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,27,1954268.1824951172
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,29,2470689.2208366394
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,,18,1424953.309539795
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,3138,5733123.187410831
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,,14,1767897.1791992188
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,CONSTRUCAO CIVIL,139,3102035.339412689
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,10,88678.80662536621
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,SERVICOS DE TRANSPORTE,1,100741.71875
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,19,244693.43658447266
CE,RR,CEARA,RORAIMA,NE,N,Nordeste,Norte,OUTROS SEGMENTOS,,3,6461.0
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,COMERCIO VAREJISTA,6,224596.26135253906
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,13,25209.460075378418
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO VAREJISTA,78,2184423.484375
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,6,326169.99279785156
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,11,349543.3938293457
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,19,195482.1325531006
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,COMERCIO VAREJISTA,6,181311.9580078125
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,OUTROS SEGMENTOS,12,1067136.5007324219
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,10,3050342.9197387695
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,INDUSTRIA,CONSTRUCAO CIVIL,20,2041645.5540008545
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,4,3186700.53125
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,COMBUSTIVEL,COMBUSTIVEL,2,9756.780029296875
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,COMBUSTIVEL,2,1146.0
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,,COMBUSTIVEL,26,242682.8999557495
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,33,96482.7482662201
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMBUSTIVEL,PRODUTOR AGROPECUARIO,12,455895.88415527344
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,COMERCIO VAREJISTA,12,316009.0
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,OUTROS SEGMENTOS,,1,317.6099853515625
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,COMERCIO VAREJISTA,1,74409.0
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,OUTROS SEGMENTOS,7,18496.529724121094
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,INDUSTRIA,COMERCIO ATACADISTA,25,5540607.057220459
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,,,5,8462.429931640625
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,19,27751.839889526367
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,28,126594.5094909668
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,2,13074.119995117188
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,,COMERCIO ATACADISTA,35,346083.35116815567
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,CONSTRUCAO CIVIL,,21,868920.0476074219
MG,CE,MINAS GERAIS,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,ENERGIA ELETRICA,1,166438.984375
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,ENERGIA ELETRICA,1,22091.869140625
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,SERVICOS DE COMUNICACAO,,3,309.39999771118164
CE,GO,CEARA,GOIAS,NE,CO,Nordeste,Centro-Oeste,SERVICOS DE COMUNICACAO,,5,168198.21188354492
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,SERVICOS DE COMUNICACAO,1,102.62000274658203
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMERCIO VAREJISTA,SERVICOS DE COMUNICACAO,3,766.9100112915039
RN,CE,RIO GRANDE DO NORTE,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,,8,1033837.1953125
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,ENERGIA ELETRICA,OUTROS SEGMENTOS,1,160399.015625
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,COMERCIO ATACADISTA,CONSTRUCAO CIVIL,1,303.5299987792969
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,COMBUSTIVEL,,7,421940.5428466797
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,PRODUTOR AGROPECUARIO,4,687312.9599609375
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,OUTROS SEGMENTOS,COMERCIO VAREJISTA,1,19009.05078125
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,INDUSTRIA,INDUSTRIA,11,48073.369079589844
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,SERVICOS DE COMUNICACAO,INDUSTRIA,1,538.2899780273438
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,19,48489.07012939453
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,3,8939.10009765625
CE,AP,CEARA,AMAPA,NE,N,Nordeste,Norte,ENERGIA ELETRICA,,20,1859391.2107086182
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,ENERGIA ELETRICA,COMBUSTIVEL,2,182.24000549316406
PI,CE,PIAUI,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,3,242.0900058746338
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,COMBUSTIVEL,1,1046.56005859375
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,COMERCIO ATACADISTA,3,1633.9499969482422
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,,INDUSTRIA,1,159561.03125
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO ATACADISTA,3,259788.10009765625
CE,SP,CEARA,SAO PAULO,NE,SE,Nordeste,Sudeste,SERVICOS DE COMUNICACAO,INDUSTRIA,1,5.0
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,OUTROS SEGMENTOS,,2,32.40000057220459
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,INDUSTRIA,ENERGIA ELETRICA,1,2036.8399658203125
CE,ES,CEARA,ESPIRITO SANTO,NE,SE,Nordeste,Sudeste,CONSTRUCAO CIVIL,CONSTRUCAO CIVIL,1,2393.0
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,CONSTRUCAO CIVIL,2,2598.0
CE,DF,CEARA,DISTRITO FEDERAL,NE,CO,Nordeste,Centro-Oeste,COMERCIO ATACADISTA,SERVICOS DE COMUNICACAO,3,49788.8017578125
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,COMERCIO ATACADISTA,COMBUSTIVEL,73,46606.81050872803
CE,AM,CEARA,AMAZONAS,NE,N,Nordeste,Norte,COMERCIO ATACADISTA,COMERCIO VAREJISTA,1,52.61000061035156
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,SERVICOS DE TRANSPORTE,COMERCIO VAREJISTA,29,136858.3902771473
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,,CONSTRUCAO CIVIL,1,180.0
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,COMBUSTIVEL,COMERCIO VAREJISTA,88,310433.0604350567
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,OUTROS SEGMENTOS,857,5854440.487490654
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,,INDUSTRIA,6323,2.401699520972724E8
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,,494,4620858.31965065
AM,CE,AMAZONAS,CEARA,N,NE,Norte,Nordeste,,COMERCIO VAREJISTA,1213,4.066749577323508E7
PE,CE,PERNAMBUCO,CEARA,NE,NE,Nordeste,Nordeste,COMBUSTIVEL,COMERCIO VAREJISTA,2730,9.553341562003708E7
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,,COMBUSTIVEL,136,590159.0322418213
CE,SC,CEARA,SANTA CATARINA,NE,S,Nordeste,Sul,INDUSTRIA,INDUSTRIA,83,7046894.949318886
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,,COMERCIO ATACADISTA,4006,5.4979327084144056E7
CE,PR,CEARA,PARANA,NE,S,Nordeste,Sul,,,25,195707.8888244629
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,4684,6885283.299167633
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,48,615720.1112060547
SP,CE,SAO PAULO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,95,1.1015668180389404E7
MA,CE,MARANHAO,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,121,6092012.197998047
AL,CE,ALAGOAS,CEARA,NE,NE,Nordeste,Nordeste,,ENERGIA ELETRICA,122,1341020.0390453339
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,120803,1.07380929915028E9
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,,,1347,3.435413126750612E7
CE,PB,CEARA,PARAIBA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,,2644,1.4095800454301953E7
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,COMERCIO VAREJISTA,,4409,1.9195690258197166E7
CE,PA,CEARA,PARA,NE,N,Nordeste,Norte,PRODUTOR AGROPECUARIO,,608,4866079.91015625
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,,COMERCIO VAREJISTA,6297,2.693287982626185E7
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,,COMERCIO ATACADISTA,3851,1.1515582422401974E8
RS,CE,RIO GRANDE DO SUL,CEARA,S,NE,Sul,Nordeste,COMERCIO ATACADISTA,,155,2651654.440814972
CE,MT,CEARA,MATO GROSSO,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,,336,6635645.121268749
PR,CE,PARANA,CEARA,S,NE,Sul,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,103,1674909.9029407501
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,,OUTROS SEGMENTOS,553,5152353.886157751
PA,CE,PARA,CEARA,N,NE,Norte,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,8,436626.27307128906
CE,PE,CEARA,PERNAMBUCO,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,INDUSTRIA,250,1.185066569480133E7
CE,MA,CEARA,MARANHAO,NE,NE,Nordeste,Nordeste,INDUSTRIA,COMBUSTIVEL,3,15289.279602050781
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,41,1881785.3317871094
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,ENERGIA ELETRICA,INDUSTRIA,105,1.5974212625278473E7
SC,CE,SANTA CATARINA,CEARA,S,NE,Sul,Nordeste,,ADMINISTRACAO PUBLICA E ORG.INTERNACIONAIS,118,4632674.961212158
GO,CE,GOIAS,CEARA,CO,NE,Centro-Oeste,Nordeste,INDUSTRIA,COMERCIO VAREJISTA,430,1.5129955004244328E7
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,INDUSTRIA,SERVICOS DE TRANSPORTE,6781,3.2670900054971665E8
CE,MG,CEARA,MINAS GERAIS,NE,SE,Nordeste,Sudeste,SERVICOS DE TRANSPORTE,,44,6490327.525115967
BA,CE,BAHIA,CEARA,NE,NE,Nordeste,Nordeste,COMERCIO VAREJISTA,COMERCIO VAREJISTA,163,5080810.275261879
CE,PI,CEARA,PIAUI,NE,NE,Nordeste,Nordeste,PRODUTOR AGROPECUARIO,,1911,3.283184041894579E7
CE,BA,CEARA,BAHIA,NE,NE,Nordeste,Nordeste,OUTROS SEGMENTOS,,133,7246688.157394409
CE,MS,CEARA,MATO GROSSO DO SUL,NE,CO,Nordeste,Centro-Oeste,COMERCIO VAREJISTA,,315,785169.3692643642
CE,RS,CEARA,RIO GRANDE DO SUL,NE,S,Nordeste,Sul,PRODUTOR AGROPECUARIO,,56,2006828.313681662
CE,CE,CEARA,CEARA,NE,NE,Nordeste,Nordeste,CONSTRUCAO CIVIL,COMERCIO VAREJISTA,92,1005940.3473701477
ES,CE,ESPIRITO SANTO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO ATACADISTA,COMERCIO ATACADISTA,387,1.952857023473358E7
RJ,CE,RIO DE JANEIRO,CEARA,SE,NE,Sudeste,Nordeste,COMERCIO VAREJISTA,,29,96818.56888580322
PB,CE,PARAIBA,CEARA,NE,NE,Nordeste,Nordeste,,OUTROS SEGMENTOS,249,1540879.3626174927
